obdb_id,brewery_name,brewery_type,street,city,state,postal_code,website_url,longitude,latitude,brewery_id
upper-hand-brewery-escanaba,Upper Hand Brewery,micro,3525 Airport Rd,Escanaba,Michigan,49829-1096,http://www.upperhandbrewery.com,-87.097528,45.7164279,6048
upright-brewing-co-portland,Upright Brewing Co,micro,240 N Broadway Ste 2,Portland,Oregon,97227-1880,http://www.uprightbrewing.com,-122.6703323,45.5346842,6049
uproar-brewing-san-jose,Uproar Brewing,brewpub,439 S 1st St,San Jose,California,95113-2816,http://www.uproarbrewing.com,-121.8856373,37.32939189,6050
upslope-brewing-company-flatiron-park-boulder,Upslope Brewing Company - Flatiron Park,micro,1898 S Flatiron Ct Ste 110,Boulder,Colorado,80301-2860,http://www.upslopebrewing.com,-105.2183136,40.0203098,6051
upstream-brewing-co-1-omaha,Upstream Brewing Co (#1),brewpub,514 S 11th St,Omaha,Nebraska,68102-2808,http://www.upstreambrewing.com,-95.9308408,41.2547107,6052
uptown-market-brewing-portland,Uptown Market Brewing,micro,6620 SW Scholls Ferry Rd,Portland,Oregon,97223-7166,http://www.uptownmarketpdx.com,-122.7423002,45.4958797,6053
urban-artifact-cincinnati,Urban Artifact,micro,1660 Blue Rock St,Cincinnati,Ohio,45223-2554,http://www.artifactbeer.com,-84.54196282,39.1607827,6054
urban-chestnut-brewing-co-saint-louis,Urban Chestnut Brewing Co,regional,4465 Manchester Ave,Saint Louis,Missouri,63110-2113,http://www.urbanchestnut.com,-90.261143,38.626662,6055
urban-comfort-restaurant-and-brewery-saint-petersburg,Urban Comfort Restaurant and Brewery,brewpub,2601 Central Ave,Saint Petersburg,Florida,33713-8722,http://www.urbancomfortstpete.com,-82.668678,27.771098,6056
urban-family-brewing-seattle,Urban Family Brewing,micro,4441 26th Ave W,Seattle,Washington,98199-1218,http://www.urbanfamilybrewing.com,-122.3902975,47.6605861,6057
urban-growler-brewing-co-saint-paul,Urban Growler Brewing Co,brewpub,2325 Endicott St,Saint Paul,Minnesota,55114-1223,http://www.urbangrowlerbrewing.com,-93.19284766,44.9701392,6058
urban-harvest-brewing-company-milwaukee,Urban Harvest Brewing Company,micro,1024 S 5th St,Milwaukee,Wisconsin,53204-1733,http://www.urbanharvestbrewing.com,-87.91672749,43.02080941,6059
urban-lodge-brewery-sauk-rapids,Urban Lodge Brewery,brewpub,415 N Benton Dr,Sauk Rapids,Minnesota,56379-1534,http://urbanlodgebrewery.com,-94.1628025,45.58571953,6060
urban-research-brewery-saint-louis,Urban Research Brewery,brewpub,4501 Manchester Ave,Saint Louis,Missouri,63110-2113,http://www.urbpizzaandbeer.com,-90.274034,38.627933,6061
urban-roots-brewing-sacramento,Urban Roots Brewing,brewpub,1322 V St,Sacramento,California,95818-1418,http://www.urbanrootsbrewing.com,-121.4945908,38.56579627,6062
urban-south-brewery-new-orleans,Urban South Brewery,micro,1645 Tchoupitoulas St,New Orleans,Louisiana,70130-1852,http://www.urbansouthbrewery.com,-90.0666607,29.9296799,6063
urban-village-brewing-company-philadelphia,Urban Village Brewing Company,brewpub,1001 N 2nd St,Philadelphia,Pennsylvania,19123-1612,http://www.urbanvillagebrewing.com,-75.1400237,39.9662701,6064
urbanrest-brewing-company-ferndale,Urbanrest Brewing Company,micro,2615 Wolcott St,Ferndale,Michigan,48220-1422,http://www.urbanrest.com,-83.1274188,42.4679929,6065
urge-gastropub-and-common-housemason-ale-works-san-marcos,Urge Gastropub & Common House/Mason Ale Works,brewpub,255 Redel Rd,San Marcos,California,92078-4347,,-117.158627,33.135679,6066
ute-pass-brewing-co-woodland-park,Ute Pass Brewing Co,brewpub,209 E Midland Ave,Woodland Park,Colorado,80863-3101,http://www.utepassbrewingcompany.com,-105.0513357,38.9944899,6067
utility-brewing-company-ruston,Utility Brewing Company,brewpub,206 N. Vienna Street,Ruston,Louisiana,71270,http://www.utilitybrewing.com,-92.63790404,32.52986335,6068
uturn-bbq-lafayette,Uturn BBQ,brewpub,599 Crossing Dr,Lafayette,Colorado,80026-1797,http://www.uturnbbq.com,-105.1016163,40.0035307,6069
vs-restaurant-and-brewpub-keokuk,V's Restaurant and Brewpub,brewpub,3461 Main St,Keokuk,Iowa,52632-2227,,-91.40894211,40.42055614,6070
vallensons-brewing-co-pearland,Vallensons Brewing Co.,micro,4081 Rice Drier Road,Pearland,Texas,77581,http://www.vallensons.com,-95.28716205,29.57569295,6071
valley-brewing-co-yakima,Valley Brewing Co,micro,3215 River Rd,Yakima,Washington,98902-1142,http://www.valleybrewingco.com,-120.553068,46.618456,6072
valley-house-brewing-duvall,Valley House Brewing,brewpub,16111 Main St NE,Duvall,Washington,98019-8490,http://www.valleyhousebrewing.com,-121.9858846,47.74315286,6073
valley-river-brewery-and-eatery-murphy,Valley River Brewery & Eatery,brewpub,71 Tennessee St,Murphy,North Carolina,28906-2938,http://www.valleyriverbrewery.com,-84.03520817,35.08890404,6074
vanmax-brewing-company-llc-decatur,VanMax Brewing Company LLC,micro,103 N Phelps St,Decatur,Michigan,49045-1008,http://www.vanmaxbrewing.com,-85.97454749,42.10876694,6075
vander-mill-grand-rapids,Vander Mill,brewpub,505 Ball Ave NE,Grand Rapids,Michigan,49503-2011,http://www.vandermill.com,-85.6305954,42.9712724,6076
vanessa-house-beer-company-oklahoma-city,Vanessa House Beer Company,micro,118 NW 8th St,Oklahoma City,Oklahoma,73107-5723,http://www.vanessahousebeerco.com,-97.515375,35.475896,6077
vanguard-brewing-company-wilsonville,Vanguard Brewing Company,micro,27501 SW 95th Ave Ste 945,Wilsonville,Oregon,97070-5705,http://www.vanguardbrewing.com,-122.7733742,45.3211582,6078
vanished-valley-brewing-company-ludlow,Vanished Valley Brewing Company,micro,782 Center Street,Ludlow,Massachusetts,1056,http://www.vanishedvalley.com,-72.47021639,42.18292741,6079
variant-brewing-company-roswell,Variant Brewing Company,micro,66 Norcross St,Roswell,Georgia,30075-3866,,-84.35907858,34.02576775,6080
varietal-beer-company-sunnyside,Varietal Beer Company,micro,416 E Edison Ave,Sunnyside,Washington,98944-1459,http://www.varietalbeer.com,-120.0157684,46.32370319,6081
vasen-brewing-company-richmond,Vasen Brewing Company,micro,3331 Moore St,Richmond,Virginia,23230-4423,http://www.vasenbrewing.com,-77.4517779,37.5574905,6082
vecino-brewing-carrboro,Vecino Brewing,brewpub,300 E Main St,Carrboro,North Carolina,27510-2359,http://www.vecinobrewing.com,-79.0689722,35.9100127,6083
venice-ale-house-brewing-co-venice,Venice Ale House Brewing Co,contract,2 Rose Ave,Venice,California,90291-2411,http://www.venicealehouse.com,-118.480274,33.994634,6084
venice-duck-brewery-venice,Venice Duck Brewery,contract,,Venice,California,90291-3833,http://www.veniceduckbrewery.com,-118.4668875,33.995044,6085
ventura-coast-brewing-company-ventura,Ventura Coast Brewing Company,micro,76 S Oak St,Ventura,California,93001-2702,http://www.vcbc.beer,-119.2945588,34.27988394,6086
verboten-brewing-loveland,Verboten Brewing,micro,127 E 5th St,Loveland,Colorado,80537-5503,http://www.verbotenbrewing.com,-105.0749674,40.39658612,6087
verdugo-west-brewing-company-burbank,Verdugo West Brewing Company,micro,156 W Verdugo Ave,Burbank,California,91502-2132,http://www.verdugowestbrewing.com,-118.3103682,34.17375015,6088
vermont-pub-and-brewery-burlington,Vermont Pub and Brewery,brewpub,144 College St,Burlington,Vermont,05401-8416,http://www.vermontbrewery.com,-73.2143746,44.4772683,6089
vernal-brewing-company-vernal,Vernal Brewing Company,micro,510 E Main St,Vernal,Utah,84078-2700,http://www.vernalbrewingcompany.com,-109.5161701,40.45578612,6090
veteran-brothers-brewing-company-johnstown,Veteran Brothers Brewing Company,brewpub,21 N Parish Ave,Johnstown,Colorado,80534,https://www.facebook.com/veteranbrothersbrew,-104.9061919,40.33713,6091
veterans-united-craft-brewery-jacksonville,Veterans United Craft Brewery,micro,8999 Western Way Ste 104,Jacksonville,Florida,32256,http://www.vubrew.com,-81.5570848,30.2008038,6092
veza-sur-brewing-co-miami,Veza Sur Brewing Co,large,55 NW 25th St,Miami,Florida,33127-4415,,-80.19614871,25.80089733,6093
vicious-fishes-brewery-angier,Vicious Fishes Brewery,micro,219 Fish Dr,Angier,North Carolina,27501-6077,http://www.viciousfishes.com,-78.749408,35.507541,6094
victor-23-craft-brewery-vancouver,Victor 23 Craft Brewery,brewpub,2905 St Johns Blvd,Vancouver,Washington,98661-3718,http://www.Victor23.com,-122.6464236,45.6426306,6095
vierling-restaurant-and-marquette-harbor-brewery-marquette,Vierling Restaurant & Marquette Harbor Brewery,brewpub,119 S Front St,Marquette,Michigan,49855-4642,http://www.thevierling.com,-87.3928955,46.5425586,6096
viking-brewpub-stoughton,Viking Brewpub,brewpub,211 E Main St,Stoughton,Wisconsin,53589-1700,,-89.2188242,42.9166357,6097
village-idiot-brewing-company-mount-holly,Village Idiot Brewing Company,micro,42 High St,Mount Holly,New Jersey,08060-1702,http://www.villageidiotbrewing.com,-74.78801924,39.99417605,6098
village-vintner-winery-and-brewery-algonquin,Village Vintner Winery & Brewery,brewpub,2380 Esplanade Dr Ste 100,Algonquin,Illinois,60102-5450,http://www.thevillagevintner.com,-88.33838098,42.14408948,6099
vine-park-brewing-co-saint-paul,Vine Park Brewing Co,micro,1254 7th St W,Saint Paul,Minnesota,55102-4123,http://www.vinepark.com,-93.1655001,44.9040455,6100
vine-street-pub-and-brewery-denver,Vine Street Pub & Brewery,brewpub,1700 Vine St,Denver,Colorado,80206-1120,http://www.mountainsunpub.com,-104.9627421,39.7434087,6101
vinos-pizza-pub-brewery-little-rock,Vino's Pizza Pub Brewery,brewpub,923 W 7th St,Little Rock,Arkansas,72201-4005,http://www.vinosbrewpub.com,-92.28140212,34.7434392,6102
vintage-brewing-co-madison,Vintage Brewing Co,brewpub,674 S Whitney Way,Madison,Wisconsin,53711-1035,http://www.vintagebrewingco.com,-89.47266345,43.05171633,6103
vintage-brewing-co-sauk-city,Vintage Brewing Co,brewpub,600 Water Street,Sauk City,Wisconsin,53583,,-89.7180892,43.2820804,6103
vinyl-brewing-company-llc-hammonton,"Vinyl Brewing Company, LLC",micro,300B 12th St,Hammonton,New Jersey,08037-,http://www.vinylbrewingnj.com,-74.80690714,39.6330492,6104
virginia-city-brewery-and-taphouse-virginia-city,Virginia City Brewery & Taphouse,brewpub,62 North C Street,Virginia City,Nevada,89440,http://www.virginiacitybreweryandtaphouse.com,-119.648264,39.314358,6105
vis-major-brewing-co-omaha,Vis Major Brewing Co,brewpub,3501 Center St,Omaha,Nebraska,68105-2423,http://www.vismajorbrewing.com,-95.964461,41.241419,6106
volunteer-brewing-company-middletown,Volunteer Brewing Company,micro,120 W Main St,Middletown,Delaware,19709-1040,http://www.VolunteerBrewing.com,-75.71959161,39.44942786,6107
von-ebert-brewing-portland-2,Von Ebert Brewing,brewpub,131 NW 13th Ave,Portland,Oregon,97209-4110,http://vonebertbrewing.com,-122.6843058,45.52389727,6108
von-scheidt-brewing-co-twin-falls,Von Scheidt Brewing Co,closed,157 2nd Ave W,Twin Falls,Idaho,83301-6015,http://www.vonscheidtbrewing.com,-114.471756,42.55561943,6109
von-trapp-brewing-stowe,Von Trapp Brewing,micro,1333 Luce Hill Rd,Stowe,Vermont,5672,http://www.trappfamily.com,-72.791432,44.470714,6110
voodoo-brewing-co-meadville,Voodoo Brewing Co,brewpub,215 1/2 Arch St,Meadville,Pennsylvania,16335-3432,http://www.voodoobrewery.com,-80.154209,41.637124,6111
voodoo-brewing-production-facility-meadville,Voodoo Brewing Production Facility,brewpub,834 Bessemer St,Meadville,Pennsylvania,16335,,-80.15610217,41.64610467,6112
vortex-alley-brewery-ponca-city,Vortex Alley Brewery,micro,220 E. Central Ave,Ponca City,Oklahoma,74601,http://www.vortexalleybrewing.com,-97.08161761,36.7024929,6113
wt-brews-llc-baldwinsville,WT Brews LLC,micro,3 W Genesee St,Baldwinsville,New York,13027-1104,http://www.wtbrews.com,-76.33288571,43.15855314,6114
wyold-west-brewing-company-powell,WYOld West Brewing Company,brewpub,221 N Bent St,Powell,Wyoming,82435-2335,http://www.wyoldwest.com,-108.7574813,44.75451993,6115
wabasha-brewing-company-saint-paul,Wabasha Brewing Company,micro,429 Wabasha St S,Saint Paul,Minnesota,55107-1126,http://www.wabashabrewing.com,-93.08472893,44.93295265,6116
wachusett-brewing-co-westminster,Wachusett Brewing Co,regional,175 State Rd E,Westminster,Massachusetts,01473-1208,http://www.wachusettbrew.com,-71.87294016,42.55783542,6117
wacker-brewing-co-lancaster,Wacker Brewing Co,micro,417 W Grant St,Lancaster,Pennsylvania,17603,http://www.wackerbrewing.com,-76.31365439,40.03799427,6118
wadsworth-brewing-company-wadsworth,Wadsworth Brewing Company,brewpub,126 Main St,Wadsworth,Ohio,44281-1432,http://www.wadsworthbrewingcompany.com,-81.72980288,41.02478661,6119
wages-brewing-company-west-plains,Wages Brewing Company,micro,1382 Bill Virdon Blvd,West Plains,Missouri,65775-3383,http://www.wagesbrewco.com,-91.835109,36.72461005,6120
waikiki-brewing-company-honolulu,Waikiki Brewing Company,brewpub,1945 Kalakaua Ave,Honolulu,Hawaii,96815-1851,http://www.waikikibrewing.com,-157.8334964,21.2858755,6121
waikiki-brewing-company-kakaako-honolulu,"Waikiki Brewing Company, Kaka'ako",micro,831 Queen St,Honolulu,Hawaii,96813-5203,,-157.8559271,21.29964432,6122
wake-brewing-rock-island,Wake Brewing,micro,2529 5th Ave,Rock Island,Illinois,61201,http://www.wakebrewing.com,-90.50132856,41.51035669,6123
walking-tree-brewery-vero-beach,Walking Tree Brewery,micro,3209 Dodger Rd,Vero Beach,Florida,32960-7976,http://www.walkingtreebrewery.com,-80.41852475,27.6455742,6124
wallace-brewing-co-wallace,Wallace Brewing Co,micro,610 Bank St,Wallace,Idaho,83873-2227,http://www.wallacebrewing.com,-115.9227103,47.47153133,6125
walldorff-brewpub-and-bistro-hastings,Walldorff Brewpub & Bistro,brewpub,105 E State St,Hastings,Michigan,49058-1808,http://www.walldorffbrewpub.com,-85.284584,42.6487487,6126
wallenpaupack-brewing-company-hawley,Wallenpaupack Brewing Company,brewpub,73 Welwood Ave,Hawley,Pennsylvania,18428-1500,http://www.wallenpaupackbrewingco.com,-75.17619182,41.46873956,6127
walnut-river-brewing-company-el-dorado,Walnut River Brewing Company,micro,111 W Locust Ave,El Dorado,Kansas,67042-3513,http://www.walnutriverbrewing.com,-96.85004869,37.81367549,6128
walter-brewing-company-pueblo,Walter Brewing Company,micro,126 Oneida St,Pueblo,Colorado,81003-3424,http://www.waltersbeer.com,-104.6103677,38.26241645,6129
walter-station-brewery-phoenix,Walter Station Brewery,planning,,Phoenix,Arizona,85034-1820,http://www.walterstation.beer,-112.0773456,33.4485866,6130
waltz-brewing-forest-grove,Waltz Brewing,micro,1900 A St,Forest Grove,Oregon,97116-2303,http://www.waltzbrewing.com,-123.1142562,45.5185238,6131
wander-brewing-bellingham,Wander Brewing,micro,1807 Dean Ave,Bellingham,Washington,98225-4616,http://www.wanderbrewing.com,-122.4737559,48.75410947,6132
wandering-hop-brewery-yakima,Wandering Hop Brewery,micro,508 N 20th Ave,Yakima,Washington,98902-1839,http://www.wanderinghop.com,-120.5356617,46.60627214,6133
wandering-star-brewing-co-pittsfield,Wandering Star Brewing Co,micro,11 Gifford St,Pittsfield,Massachusetts,01201-3701,http://www.wanderingstarbrewing.com,-73.21202303,42.45706449,6134
warehouse-gourmet-bistro-and-brew-pub-hanover,Warehouse Gourmet Bistro & Brew Pub,micro,7 Pennsylvania Ave,Hanover,Pennsylvania,17331-2432,http://www.warehousegourmet.net,-76.98976977,39.80232948,6135
warfield-distillery-and-brewery-ketchum,Warfield Distillery and Brewery,brewpub,280 N. Main St.,Ketchum,Idaho,83340-2759,http://www.warfielddistillery.com,-114.36394,43.681482,6136
wasatch-brew-pub-park-city-park-city,Wasatch Brew Pub - Park City,micro,250 Main St,Park City,Utah,84060-5113,http://www.wasatchbeers.com,-111.4945836,40.6418424,6137
wasatch-brew-pub-sugarhouse-salt-lake-city,Wasatch Brew Pub - Sugarhouse,brewpub,2110 S Highland Dr,Salt Lake City,Utah,84106-2807,http://www.wasatchbeers.com,-111.8503182,40.6987539,6138
washington-brewing-co-washington,Washington Brewing Co,brewpub,28 E Maiden St,Washington,Pennsylvania,15301-4912,http://thewashingtonbrewingcompany.com,-80.02076781,40.07308431,6139
wasser-brewing-company-greencastle,Wasser Brewing Company,brewpub,102 E Franklin St,Greencastle,Indiana,46135-1220,http://www.wasserbrewing.com,-86.86331023,39.64467171,6140
wasserhund-brewing-company-virginia-beach,Wasserhund Brewing Company,brewpub,1805 Laskin Rd Ste 102,Virginia Beach,Virginia,23454-4553,http://www.wasserhundbrewing.com,-76.02762147,36.849165,6141
water-buffalo-brewery-walla-walla,Water Buffalo Brewery,micro,136 Russet Rd,Walla Walla,Washington,99362-8253,http://www.waterbuffalobrewery.com,-118.4060748,46.05220327,6142
water-street-brewery-milwaukee,Water Street Brewery,micro,1101 N Water St,Milwaukee,Wisconsin,53202-3107,http://www.waterstreetbrewery.com,-87.9112223,43.0447248,6143
water-street-brewery-oak-creek-oak-creek,Water Street Brewery - Oak Creek,brewpub,140 W Town Square Way,Oak Creek,Wisconsin,53154-6811,,-87.91210007,42.90064865,6144
waters-end-brewery-lake-ridge,Water's End Brewery,micro,12425 Dillingham Sq,Lake Ridge,Virginia,22192-5252,http://watersendbrewery.com,-77.31791007,38.68474967,6145
waterfront-brewery-llc-key-west,Waterfront Brewery LLC,brewpub,201 William St,Key West,Florida,33040-6679,http://www.thewaterfrontbrewery.com,-81.801344,24.561016,6146
waterline-brewing-co-wilmington,Waterline Brewing Co.,micro,721 Surrey St,Wilmington,North Carolina,28401-5043,http://www.waterlinebrewing.com,-77.94884067,34.22609746,6147
watermark-brewing-company-stevensville,Watermark Brewing Company,micro,5781 Saint Joseph Ave,Stevensville,Michigan,49127-1238,http://www.watermarkbrewing.com,-86.51963025,42.01286668,6148
watertown-brewing-company-watertown,Watertown Brewing Company,micro,113 E Kemp Ave,Watertown,South Dakota,57201-3641,http://watertownbrewing.com,-97.11158716,44.90104997,6149
wavelength-brewing-company-vista,Wavelength Brewing Company,micro,236 Main St,Vista,California,92084-6008,http://www.wavelengthbrewco.com,-117.2418841,33.2028185,6150
wayfinder-beer-portland,Wayfinder Beer,brewpub,304 SE 2nd Ave,Portland,Oregon,97214-1008,http://www.wayfinder.beer,-122.6634881,45.5208914,6151
wayward-owl-brewing-company-new-orleans,Wayward Owl Brewing Company,micro,3940 Thalia St,New Orleans,Louisiana,70125-2008,http://www.waywardowlbrewing.com,-90.09759137,29.9521547,6152
wayzata-brew-works-llc-wayzata-2,"Wayzata Brew Works, LLC.",proprietor,294 Grove Ln E,Wayzata,Minnesota,55391-1680,http://www.wayzatabrewworks.com/,-93.5172166,44.9696023,6153
webe-brewing-company-geneva,WeBe Brewing Company,micro,796 Pre-Emption Road,Geneva,New York,14456,http://www.WeBeBrewing.com,-77.01110326,42.86463714,6154
weathered-ground-brewery-cool-ridge,Weathered Ground Brewery,micro,2027 Flat Top Rd,Cool Ridge,West Virginia,25843-9303,http://www.weatheredgroundbrewery.com,-81.09682583,37.64833857,6155
wedge-brewing-co-asheville,Wedge Brewing Co,micro,37 Paynes Way Ste 100,Asheville,North Carolina,28801-2626,http://www.wedgebrewing.com,-82.56659201,35.5865571,6156
weeping-radish-farm-brewery-grandy,Weeping Radish Farm Brewery,micro,6810 Caratoke Hwy,Grandy,North Carolina,27939-9635,http://www.weepingradish.com,-75.891944,36.253775,6157
weldwerks-brewing-co-greeley,WeldWerks Brewing Co.,micro,508 8th Ave,Greeley,Colorado,80631-3921,http://www.weldwerksbrewing.com,-104.6911497,40.3998251,6158
well-80-brewing-company-olympia,Well 80 Brewing Company,brewpub,514 4th Ave E,Olympia,Washington,98501-1111,http://www.well80.com,-122.8964287,47.04534486,6159
wellhead-restaurantbrewpub-artesia,Wellhead Restaurant/Brewpub,brewpub,332 W Main St,Artesia,New Mexico,88210-2161,http://www.thewellhead.com,-104.399337,32.842417,6160
wellspent-brewing-company-saint-louis,Wellspent Brewing Company,micro,2917 Olive Street,Saint Louis,Missouri,63103,http://www.wellspentbeer.com,-90.22073676,38.6348785,6161
welltown-brewing-tulsa,Welltown Brewing,micro,114 S. Archer Street,Tulsa,Oklahoma,74103-2202,http://www.welltownbrewing.com,-95.9950548,36.1565497,6162
werner-brewing-company-tillamook,Werner Brewing Company,micro,2807 3rd St,Tillamook,Oregon,97141,,-123.8425805,45.4563275,6163
west-bend-lithia-beer-co-west-bend,West Bend Lithia Beer Co,contract,825 Schoenhaar Dr,West Bend,Wisconsin,53090-2633,http://www.lithiabeer.com,-88.15775153,43.43136188,6164
west-east-brewing-co-cleveland,West East Brewing Co,contract,4125 Lorain Ave,Cleveland,Ohio,44113-3718,,-81.7140045,41.4799605,6165
west-flanders-brewing-co-boulder,West Flanders Brewing Co,brewpub,1125 Pearl St,Boulder,Colorado,80302-5103,http://www.wfbrews.com,-105.260866,40.0217453,6166
west-kill-brewing-west-kill,West Kill Brewing,micro,2173 Spruceton Rd,West Kill,New York,12492-5823,http://www.westkillbrewing.com,-74.382878,42.205758,6167
west-palm-beach-brewery-and-wine-vault-west-palm-beach,West Palm Beach Brewery & Wine Vault,brewpub,332 Evernia St,West Palm Beach,Florida,33401-5404,http://www.WestPalmBeer.com,-80.05314345,26.7110654,6168
west-seattle-brewing-co-seattle,West Seattle Brewing Co,micro,4415 Fauntleroy Way SW,Seattle,Washington,98126-2631,http://www.westseattlebrewing.com,-122.3776296,47.5643605,6169
west-seattle-brewing-co-tapshack-seattle,West Seattle Brewing Co (TapShack),micro,2536 Alki Ave SW,Seattle,Washington,98116-2262,http://www.westseattlebrewing.com,-122.406811,47.580335,6170
west-shore-brewing-co-clarence,West Shore Brewing Co,micro,10995 Main St,Clarence,New York,14031-1735,http://westshorebrewing.com,-78.57810318,42.98200648,6171
west-side-brewing-cincinnati,West Side Brewing,micro,3044 Harrison Ave,Cincinnati,Ohio,45211-5752,http://www.westsidebrewing.com,-84.598433,39.14890246,6172
west-sixth-greenroom-lexington,West Sixth Greenroom,micro,109 W Main St,Lexington,Kentucky,40507,,-84.49712824,38.04658314,6173
westfax-brewing-co-lakewood,WestFax Brewing Co.,micro,6733 W Colfax Ave,Lakewood,Colorado,80214-1807,http://www.westfaxbrewingcompany.com,-105.0710839,39.7415749,6174
westallion-brewing-company-west-allis,Westallion Brewing Company,micro,1825 S 72nd St,West Allis,Wisconsin,53214-4714,http://www.westallionbrewing.com,-88.0027165,43.01130525,6175
westbend-winery-and-brewery-lewisville,Westbend Winery and Brewery,micro,5394 Williams Rd,Lewisville,North Carolina,27023-8278,http://www.westbendwineryandbrewery.com,-80.50459165,36.08868228,6176
westbound-and-down-brewing-company-idaho-springs,Westbound & Down Brewing Company,brewpub,1617 Miner St,Idaho Springs,Colorado,80452,http://www.westboundanddown.com,-105.5155002,39.7419049,6177
western-pennsylvania-brewing-co-latrobe,Western Pennsylvania Brewing Co,regional,119 Jefferson St,Latrobe,Pennsylvania,15650,http://www.citybreiwng.com,-79.38989645,40.31903018,6178
westfield-river-brewing-co-southwick,Westfield River Brewing Co,micro,707 College Hwy,Southwick,Massachusetts,01077-9733,http://www.westfieldriverbrewing.com,-72.765248,42.062268,6179
westlake-brewing-and-libation-thousand-oaks,Westlake Brewing & Libation,micro,31111 Via Colinas # 200,Thousand Oaks,California,91362-3909,http://westlakebrewingcompany.com,-118.809516,34.161542,6180
weston-brewing-co-omalleys-pub-weston,Weston Brewing Co / O'Malley's Pub,micro,500 Welt St,Weston,Missouri,64098-1242,http://www.westonirish.com,-94.899934,39.411378,6181
westtown-brew-works-westtown,Westtown Brew Works,micro,236 Schefflers Rd,Westtown,New York,10998-,http://www.westtownbrewworks.com,-74.53707955,41.31431295,6182
wet-dog-cafe-and-brewery-astoria,Wet Dog Cafe & Brewery,brewpub,990 Astor St,Astoria,Oregon,97103-4201,http://www.wetdogcafe.com,-123.835821,46.190557,6183
wet-ticket-brewing-rahway,Wet Ticket Brewing,micro,1435 Main St,Rahway,New Jersey,07065-,http://www.wetticketbrewing.com,-74.27425215,40.60586312,6184
whalers-brewing-company-wakefield,Whalers Brewing Company,micro,1174 Kingstown Rd,Wakefield,Rhode Island,02879-8316,https://whalers.com,-71.49706731,41.4506997,6185
wharf-hill-brewing-smithfield,Wharf Hill Brewing,brewpub,25 Main St,Smithfield,Virginia,23430-1320,http://www.wharfhillbrewing.com,-76.63061077,36.98242438,6186
wheeling-brewing-co-wheeling,Wheeling Brewing Co,brewpub,2247 Market St,Wheeling,West Virginia,26003-3839,http://www.wheelingbrewing.com,-80.72429082,40.05925145,6187
whetstone-craft-beers-whetstone-station-brattleboro,Whetstone Craft Beers @ Whetstone Station,brewpub,36 Bridge St,Brattleboro,Vermont,05301-3301,http://www.whetstonestation.com,-72.55627012,42.85164595,6188
whichcraft-brews-webster,WhichCraft Brews,brewpub,1900 Empire Blvd,Webster,New York,14580-1934,http://www.whichcraftbrews.com,-77.501948,43.193429,6189
whiner-beer-company-chicago,Whiner Beer Company,micro,1400 W 46th St,Chicago,Illinois,60609-3225,http://whiner beer.com,-87.6606688,41.810614,6190
whipsaw-brewing-llc-ellensburg,Whipsaw Brewing LLC,micro,704 N Wenas St,Ellensburg,Washington,98926-2862,http://www.whipsawbrewing.com,-120.5552612,46.9989453,6191
whirling-skirmish-brewing-company-scottsdale,Whirling Skirmish Brewing Company,planning,,Scottsdale,Arizona,85254-2513,,-111.8992365,33.5091215,6192
whisper-creek-farm-kitchen-and-brewery-orlando,Whisper Creek Farm: Kitchen and Brewery,brewpub,4040 Central Florida Pkwy,Orlando,Florida,32837-7662,http://www.grandelakes.com,-81.42861801,28.40168865,6193
whistle-hop-brewing-company-fairview,Whistle Hop Brewing Company,micro,1288 Charlotte Hwy,Fairview,North Carolina,28730-8797,http://www.whistlehop.com,-82.41693073,35.52314413,6194
whistle-pig-brewing-company-colorado-springs,Whistle Pig Brewing Company,micro,1840 Dominion Way,Colorado Springs,Colorado,80918-1467,http://www.whistlepigbrewing.com,-104.7931723,38.92372675,6195
whistle-punk-brewing-company-spokane,Whistle Punk Brewing Company,micro,122 S Monroe St,Spokane,Washington,99201-4007,http://www.whistlepunkbrewing.com,-117.4267386,47.6564232,6196
whistleing-springs-brewing-company-dark-hills-brewery-lowell,Whistleing Springs Brewing Company / Dark Hills Brewery,planning,,Lowell,Arkansas,72745-9294,http://www.darkhillsbrew.com,-94.1307587,36.2553543,6197
white-bluffs-brewing-richland,White Bluffs Brewing,micro,2034 Logston Blvd,Richland,Washington,99354-5300,http://www.whitebluffsbrewing.com,-119.2999357,46.3204119,6198
white-dog-brewing-boise-boise,White Dog Brewing Boise,micro,705 W Fulton St,Boise,Idaho,83702,http://www.whitedogbrewing.com,-116.2062186,43.61122761,6199
white-dog-brewing-company-bozeman,White Dog Brewing Company,micro,121 W Main St,Bozeman,Montana,59715-4644,http://www.whitedogbrewing.com,-111.0393894,45.67961135,6200
white-elephant-beer-company-mount-airy,White Elephant Beer Company,micro,225 Market St,Mount Airy,North Carolina,27030-3513,http://www.whiteelephantbeer.com,-80.6090865,36.5006581,6201
white-elm-brewing-co-lincoln,White Elm Brewing Co,micro,720 Van Dorn St,Lincoln,Nebraska,68502-3353,http://www.whiteelmbrewing.com,-96.7167126,40.7856925,6202
white-labs-kitchen-and-tap-asheville,White Labs Kitchen and Tap,brewpub,172 S Charlotte St,Asheville,North Carolina,28801,,-82.5490695,35.5911334,6203
white-labs-tasting-room-san-diego,White Labs Tasting Room,micro,9495 Candida St,San Diego,California,92126-4541,http://www.whitelabs.com,-117.121435,32.895843,6204
